"","id","sales","price","brand","feat"
"872",2600,2112,1.66,"dominicks",0
"873",6074,14464,2.28,"tropicana",1
"875",930,8385,1.89,"dominicks",0
"876",10259,19969,2.65,"tropicana",1
"877",481,5248,2.36,"minute.maid",0
"878",2712,8767,1.96,"minute.maid",0
"879",8721,5438,1.98,"dominicks",0
"880",1761,9920,3.07,"tropicana",0
"881",535,2942,3.13,"minute.maid",0
"882",10558,3903,2.99,"minute.maid",0
"883",6870,7617,3.23,"tropicana",0
"884",11016,1922,2.31,"dominicks",0
"885",7280,43329,1.97,"minute.maid",1
"886",3525,4927,1.95,"minute.maid",0
"887",7621,6974,1.6,"dominicks",0
"888",9871,4096,3.16,"tropicana",0
"889",10793,5825,1.79,"dominicks",0
"890",9780,7554,1.82,"dominicks",0
"891",2676,33216,2.39,"tropicana",1
"894",8056,15233,1.62,"dominicks",1
"895",12924,50496,1.25,"dominicks",1
"896",5852,3775,2,"dominicks",0
"897",218,8768,3.47,"tropicana",0
"898",3177,87936,1.64,"tropicana",1
"899",1363,9600,NA,"tropicana",0
"900",8601,7552,3.39,"tropicana",0
"901",1366,7424,2.98,"tropicana",0
"902",6571,7809,2.51,"minute.maid",0
"903",6940,42815,2.41,"tropicana",0
"904",11246,7936,1.8,"dominicks",0
"906",8485,4224,1.89,"dominicks",0
"908",11622,3968,3.32,"tropicana",0
"909",7998,7233,3.51,"tropicana",0
"910",8090,10433,2.35,"tropicana",1
"911",11553,60351,1.95,"tropicana",1
"912",6436,8065,3.45,"tropicana",0
"913",9692,4286,2.29,"minute.maid",0
"914",2375,2623,3.56,"tropicana",0
"916",6646,12609,1.92,"minute.maid",0
"917",12819,66241,1.86,"tropicana",1
"918",4409,28800,2.09,"tropicana",1
"919",7439,21759,1.76,"minute.maid",0
"921",9092,17920,2.23,"tropicana",0
"922",2734,897,2.27,"dominicks",0
"923",7094,7041,3.52,"tropicana",0
"924",1124,7745,1.77,"dominicks",0
"925",2436,86657,2.42,"tropicana",1
"926",88,33281,1.89,"minute.maid",1
"927",2175,3454,1.86,"dominicks",0
"929",641,7807,1.76,"minute.maid",0
"931",4376,15424,2.14,"minute.maid",0
"932",12650,5121,3.74,"tropicana",0
"933",9342,1919,1.72,"dominicks",0
"934",10971,8192,2.93,"minute.maid",0
"935",2417,7681,1.61,"dominicks",0
"936",9412,51520,1.43,"dominicks",1
"937",2442,6717,2.19,"minute.maid",0
"938",8453,6271,1.69,"dominicks",0
"940",11078,9216,2,"minute.maid",0
"941",3584,3328,2.37,"minute.maid",0
"942",1491,10878,3.12,"tropicana",0
"943",9776,66688,1.24,"dominicks",1
"944",3071,4800,1.56,"dominicks",0
"945",10977,1920,1.63,"dominicks",0
"946",2516,9535,1.49,"dominicks",0
"948",10480,3585,2.04,"minute.maid",0
"949",5932,8896,NA,"minute.maid",0
"950",3824,7682,3.55,"tropicana",0
"951",11148,5055,2.31,"minute.maid",0
"952",2847,15553,1.87,"dominicks",0
"953",2493,3458,2.43,"tropicana",0
"954",2096,4609,1.82,"dominicks",0
"955",1719,5377,3.07,"tropicana",0
"956",2715,28223,1.49,"dominicks",0
"957",711,4799,3.27,"tropicana",0
"959",3020,4287,2.18,"minute.maid",0
"960",6434,12991,2.53,"tropicana",0
"961",9506,23169,1.81,"minute.maid",1
"962",7994,8640,3.89,"tropicana",0
"963",2695,3392,3.21,"minute.maid",0
"964",4279,5249,1.72,"dominicks",0
"966",11436,22207,2.01,"minute.maid",0
"967",5718,16512,2.35,"tropicana",1
"968",3164,11711,2.23,"dominicks",0
"969",515,8960,2.68,"minute.maid",0
"970",1683,1278,1.74,"dominicks",0
"971",2829,4288,2.68,"tropicana",0
"974",12742,10944,3.68,"tropicana",0
"975",6743,385,NA,"dominicks",0
"977",5382,9471,3.09,"tropicana",0
"978",1672,34430,1.47,"dominicks",0
"980",4575,4992,2.52,"minute.maid",0
"982",7402,3774,NA,"dominicks",0
"983",4622,13888,2.49,"tropicana",1
"984",4760,67519,1.78,"tropicana",1
"985",10613,8063,2.14,"minute.maid",1
"986",1956,3777,3,"minute.maid",0
"987",11308,133377,1.87,"tropicana",1
"988",2195,8320,2.7,"tropicana",0
"989",8560,3455,1.77,"dominicks",0
"990",8570,4545,NA,"tropicana",0
"992",3204,8703,1.89,"dominicks",0
"993",12836,7168,2.9,"tropicana",0
"994",3454,41728,2.1,"minute.maid",1
"995",6869,4736,2.36,"tropicana",0
"997",12506,37569,2.42,"minute.maid",1
"998",74,18177,2.37,"tropicana",1
"999",8587,69441,1.19,"dominicks",0
"1000",12785,5121,2.44,"minute.maid",1
"1001",1767,6274,3.47,"tropicana",0
"1002",10496,36161,1.57,"dominicks",0
"1003",7422,5889,2.37,"dominicks",0
"1008",7547,49537,2.07,"minute.maid",1
"1010",4629,7744,1.62,"dominicks",0
"1011",1821,4608,2.46,"minute.maid",0
"1013",3155,5311,3.21,"tropicana",0
"1014",9291,2814,2.15,"minute.maid",0
"1015",8300,19006,2.32,"tropicana",1
"1017",3533,30399,1.58,"dominicks",1
"1018",3772,8703,1.92,"minute.maid",0
"1020",8318,9536,NA,"dominicks",0
"1021",5731,18175,1.42,"dominicks",0
"1022",12920,33983,1.71,"dominicks",1
"1023",111,4992,2.37,"minute.maid",0
"1024",2546,5697,2.51,"minute.maid",0
"1025",9846,2176,2.72,"dominicks",0
"1027",11972,3968,2.38,"minute.maid",0
"1028",3955,3073,2.42,"dominicks",0
"1029",7721,9472,1.7,"dominicks",0
"1031",4238,36480,2.01,"minute.maid",1
"1032",7446,8449,2.28,"minute.maid",0
"1033",12745,15937,2.97,"tropicana",0
"1034",12583,3520,2.27,"minute.maid",0
"1035",8269,6208,3.27,"minute.maid",0
"1036",2581,4798,2.87,"tropicana",1
"1038",6535,13375,2.01,"tropicana",0
"1039",7396,15936,2.78,"tropicana",1
"1040",6773,7680,1.81,"dominicks",0
"1041",7249,11263,1.84,"minute.maid",0
"1042",7573,31166,1.63,"dominicks",0
"1043",7175,8641,3.77,"tropicana",0
"1046",6835,4224,2.31,"minute.maid",0
"1049",3957,10561,1.67,"dominicks",0
"1050",1858,41345,1.76,"minute.maid",1
"1051",8050,1793,3.31,"tropicana",0
"1054",10645,5245,3.33,"tropicana",1
"1055",10436,6911,2.6,"tropicana",1
"1056",1928,15167,1.72,"dominicks",0
"1057",8280,91839,1.51,"dominicks",1
"1058",11050,105922,1.02,"dominicks",1
"1059",4272,12223,1.5,"dominicks",0
"1061",10524,4417,2.19,"minute.maid",0
"1062",2737,3966,3.31,"tropicana",1
"1063",11466,21121,2.27,"tropicana",0
"1064",7372,26047,2.12,"tropicana",1
"1067",2049,3713,3.2,"minute.maid",0
"1068",3878,2558,2.27,"minute.maid",0
"1069",4717,30528,1.92,"tropicana",0
"1071",3632,10559,2.95,"tropicana",0
"1072",47,7297,1.84,"dominicks",0
"1073",1224,5249,2.86,"minute.maid",0
"1074",8776,33727,2.07,"minute.maid",1
"1075",2708,12223,1.43,"dominicks",1
"1076",5528,138430,0.99,"dominicks",1
"1077",2487,6977,2.57,"dominicks",0
"1078",1890,41217,1.77,"dominicks",0
"1079",3286,5056,2.76,"minute.maid",0
"1081",11215,2817,3.12,"minute.maid",0
"1082",3945,87553,2.54,"tropicana",1
"1083",6598,4929,2.4,"minute.maid",0
"1084",5878,2626,1.54,"dominicks",0
"1085",11805,2945,3.05,"tropicana",0
"1086",7442,15169,3.36,"tropicana",0
"1087",11457,10111,2.98,"tropicana",0
"1088",10401,43649,NA,"dominicks",1
"1090",2085,7614,3.87,"tropicana",0
"1091",6396,3200,NA,"minute.maid",0
"1092",317,25984,1.36,"dominicks",0
"1094",12199,5953,2.45,"tropicana",1
"1095",10997,5824,2.09,"minute.maid",0
"1096",12724,24701,1.65,"minute.maid",0
"1097",11381,3392,NA,"minute.maid",0
"1098",8553,5631,3.07,"minute.maid",0
"1099",9637,11839,2.46,"tropicana",0
"1100",1514,3328,2.46,"minute.maid",0
"1101",11534,2686,2.72,"minute.maid",0
"1102",12270,7679,1.75,"dominicks",0
"1104",4755,12864,2.3,"dominicks",0
"1105",8938,6080,3.17,"tropicana",0
"1106",8423,9920,2.81,"minute.maid",0
"1107",2343,7042,1.89,"minute.maid",0
"1108",6900,6274,2.93,"tropicana",0
"1109",11819,18622,1.58,"dominicks",1
"1110",6617,6273,2.03,"minute.maid",0
"1111",12358,6014,3.13,"tropicana",0
"1112",6802,15169,2.62,"tropicana",1
"1114",5825,6143,1.7,"dominicks",1
"1115",4284,7744,3.91,"tropicana",0
"1116",11659,7360,2.38,"tropicana",0
"1117",7843,4673,3.59,"tropicana",0
"1119",7131,3520,1.66,"dominicks",0
"1120",6634,17664,1.53,"dominicks",0
"1121",12947,17343,1.65,"dominicks",1
"1122",10680,2112,1.61,"dominicks",0
"1123",663,3649,3.33,"minute.maid",0
"1124",933,22528,2.07,"tropicana",1
"1125",11574,4095,2.97,"minute.maid",0
"1127",12197,3519,1.47,"dominicks",0
"1128",7733,6335,3.37,"tropicana",0
"1130",1300,53696,1.93,"minute.maid",1
"1131",10232,27008,1.59,"dominicks",0
"1132",642,13634,2.63,"tropicana",0
"1133",1727,5120,2.38,"minute.maid",0
"1134",7699,11455,1.92,"minute.maid",0
"1136",5970,28033,1.88,"minute.maid",1
"1137",7417,11648,2.15,"minute.maid",0
"1138",11673,8000,2.97,"tropicana",0
"1139",5220,8255,2.54,"tropicana",0
"1140",344,4224,3.37,"tropicana",0
"1142",4427,37119,1.74,"minute.maid",1
"1143",10619,7617,3.39,"tropicana",0
"1144",6240,6273,1.97,"minute.maid",0
"1146",2947,9024,2.97,"tropicana",0
"1147",12105,10624,3,"tropicana",0
"1148",4148,6527,2.38,"tropicana",0
"1149",11446,3520,1.85,"dominicks",0
"1150",1083,3649,3.26,"tropicana",1
"1151",6818,4223,NA,"dominicks",0
"1152",7029,10943,1.92,"tropicana",0
"1153",6378,3073,2.61,"minute.maid",0
"1158",5063,7616,1.8,"dominicks",0
"1159",12119,4033,3.09,"minute.maid",0
"1160",775,5570,3.16,"tropicana",0
"1161",3330,2624,1.65,"dominicks",0
"1162",1115,8894,1.63,"dominicks",1
"1163",12317,6848,1.27,"dominicks",0
"1164",3847,3840,2.62,"minute.maid",0
"1165",5656,41984,1.69,"dominicks",1
"1166",4821,3327,3.23,"tropicana",0
"1167",7367,3134,1.77,"dominicks",0
"1169",12833,2305,2.28,"dominicks",0
"1170",12812,6081,1.48,"dominicks",0
"1172",2885,28353,1.91,"minute.maid",1
"1173",1094,4289,2.33,"minute.maid",0
"1174",3396,5441,3.4,"tropicana",0
"1175",82,4864,2.63,"minute.maid",0
"1176",9848,4993,3.63,"tropicana",0
"1177",2932,2111,1.96,"dominicks",0
"1178",8912,6335,2.43,"minute.maid",1
"1179",7038,6975,NA,"minute.maid",0
"1180",9052,6400,2.5,"minute.maid",0
"1185",3926,5697,3.65,"tropicana",0
"1186",4665,5503,2.7,"minute.maid",0
"1187",9497,8256,1.76,"minute.maid",0
"1188",1100,3840,3.35,"tropicana",0
"1190",1715,12288,2.12,"dominicks",0
"1191",1047,8191,2.85,"tropicana",0
"1192",6173,9664,1.51,"dominicks",0
"1194",5604,8513,1.95,"minute.maid",0
"1195",6112,6976,2.14,"minute.maid",0
"1197",12777,5505,1.66,"dominicks",1
"1198",6235,11138,1.75,"minute.maid",0
"1199",10873,10941,2.31,"tropicana",0
"1200",3806,7103,3.66,"tropicana",0
"1202",6562,11518,1.28,"dominicks",0
"1203",1455,61503,1.57,"minute.maid",1
"1205",2933,8512,2.36,"minute.maid",1
"1206",12669,23872,NA,"dominicks",0
"1207",10805,2881,1.48,"dominicks",0
"1208",824,14338,1.84,"tropicana",0
"1209",726,4288,3.66,"tropicana",0
"1210",3856,3712,2.46,"minute.maid",0
"1212",899,26495,1.99,"minute.maid",0
"1213",5389,69695,1.35,"minute.maid",1
"1214",4031,12352,1.58,"dominicks",1
"1215",11473,2880,2.51,"minute.maid",0
"1216",9176,4671,2.95,"minute.maid",0
"1217",6796,3265,2.31,"dominicks",0
"1219",1571,7678,2.22,"tropicana",0
"1220",6094,7873,3.38,"tropicana",0
"1223",495,31424,2.19,"minute.maid",0
"1224",5088,10817,1.75,"dominicks",0
"1225",10414,12479,1.58,"dominicks",0
"1226",10388,52286,1.94,"minute.maid",1
"1227",5887,7361,1.61,"dominicks",0
"1230",11151,12480,3.56,"tropicana",0
"1231",12195,13056,1.61,"dominicks",1
"1232",4901,2367,2.9,"tropicana",1
"1233",6503,22978,1.93,"dominicks",1
"1234",5119,5825,3.07,"tropicana",0
"1235",5020,3586,2.92,"tropicana",0
"1236",11809,7744,3.21,"tropicana",0
"1237",7554,3008,1.9,"dominicks",0
"1240",8424,4095,2.32,"minute.maid",0
"1241",1965,228481,1.13,"dominicks",1
"1243",1515,22529,2.01,"minute.maid",1
"1245",12,5056,2.53,"minute.maid",1
"1246",6667,23808,2.35,"tropicana",1
"1248",12142,61310,NA,"tropicana",1
"1249",11820,3136,2.92,"tropicana",0
"1250",12045,60928,2.05,"tropicana",0
"1251",9877,13119,1.66,"dominicks",0
"1253",9253,14657,2.71,"minute.maid",0
"1255",1913,21631,1.46,"dominicks",0
"1256",11644,96322,0.95,"dominicks",1
"1258",10329,2367,2.88,"tropicana",0
"1259",1042,897,NA,"dominicks",0
"1260",3712,80000,2.05,"minute.maid",1
"1261",2166,40448,2.6,"minute.maid",0
"1262",3079,8127,2.03,"minute.maid",0
"1264",8398,10498,3.14,"minute.maid",0
"1265",12728,19968,2.25,"minute.maid",1
"1267",2233,18879,NA,"minute.maid",1
"1268",1830,6272,1.97,"minute.maid",0
"1269",12085,6273,3.35,"tropicana",0
"1270",5881,3713,2.6,"minute.maid",0
"1271",2626,6721,2.57,"tropicana",1
"1272",10433,16320,2.09,"minute.maid",1
"1273",4010,5630,3.2,"tropicana",0
"1274",2937,6913,2.07,"dominicks",0
"1275",505,4543,1.74,"dominicks",0
"1276",2568,6975,3.24,"tropicana",0
"1277",4051,6272,3.96,"tropicana",0
"1279",8872,67777,1.98,"tropicana",0
"1280",3383,833,2.72,"dominicks",0
"1282",8759,13760,1.82,"minute.maid",0
"1283",7972,1858,2.06,"dominicks",0
"1284",4608,6208,1.75,"dominicks",0
"1287",2164,7425,1.66,"dominicks",0
"1288",1654,2369,3.12,"minute.maid",0
"1290",5038,28033,1.5,"minute.maid",0
"1292",5381,75262,2.25,"tropicana",1
"1293",8327,5058,2.08,"dominicks",0
"1294",2053,2560,2.69,"minute.maid",0
"1295",6460,51328,1.11,"dominicks",1
"1296",212,11840,1.83,"minute.maid",0
"1298",3359,5121,3.41,"tropicana",0
"1299",6422,73279,1.52,"dominicks",0
"1300",10100,9726,2.01,"dominicks",0
"1301",5558,3905,2.22,"minute.maid",0
"1303",12739,5761,2.73,"minute.maid",0
"1304",3319,24959,2.29,"minute.maid",0
"1306",4621,3392,2.51,"minute.maid",0
"1307",8174,2431,2.08,"minute.maid",0
"1309",8959,76994,1.65,"dominicks",1
"1311",9850,185664,0.85,"dominicks",1
"1313",8958,1920,2.74,"dominicks",0
"1315",5538,33792,1.97,"minute.maid",1
"1318",9493,35327,1.93,"tropicana",1
"1319",9233,18560,1.73,"dominicks",1
"1321",10744,75456,1.73,"dominicks",0
"1322",7782,31553,1.98,"tropicana",1
"1323",12767,28098,2.06,"minute.maid",1
"1324",6032,8513,1.76,"dominicks",0
"1327",7574,21377,2.34,"minute.maid",1
"1328",10586,10112,3.19,"minute.maid",0
"1329",4861,6785,2.68,"tropicana",0
"1330",6325,6528,2.89,"tropicana",0
"1332",4945,2111,3.46,"tropicana",0
"1333",5454,3519,2.06,"dominicks",0
"1336",1345,62911,2.05,"minute.maid",1
"1337",41,4286,2.74,"minute.maid",0
"1338",7191,3392,1.86,"dominicks",0
"1340",3993,6337,3.05,"tropicana",0
"1343",12269,22721,NA,"minute.maid",1
"1344",6665,3456,3.03,"tropicana",0
"1345",2652,75073,1.32,"dominicks",0
"1346",10687,5759,NA,"tropicana",0
"1347",11869,3584,1.38,"dominicks",0
"1349",2616,53760,2.08,"minute.maid",1
"1350",10809,4801,2.64,"minute.maid",0
"1353",4514,1600,2.27,"dominicks",0
"1354",5511,7935,1.89,"dominicks",0
"1357",4559,10368,3.02,"tropicana",0
"1358",7704,15296,2.36,"tropicana",0
"1360",5036,65536,1.02,"dominicks",0
"1361",12677,63232,1.57,"dominicks",0
"1363",6845,2752,2.9,"minute.maid",0
"1364",11852,9664,2.52,"minute.maid",0
"1365",6574,17472,2.42,"tropicana",0
"1369",3581,3585,3.12,"tropicana",0
"1372",10203,9471,2.14,"minute.maid",0
"1373",7936,3649,2.65,"minute.maid",0
"1374",11860,7104,1.8,"minute.maid",0
"1375",11667,27200,1.49,"dominicks",1
"1377",12124,18624,2.09,"minute.maid",1
"1378",2143,5122,1.9,"dominicks",0
"1380",8156,7039,1.79,"dominicks",0
"1381",8861,6144,1.5,"dominicks",1
"1384",9183,2241,3.18,"tropicana",0
"1385",5157,6911,3.09,"tropicana",0
"1386",11725,21375,3.75,"tropicana",0
"1387",12576,3968,3.05,"minute.maid",0
"1388",8426,77184,1.24,"minute.maid",1
"1389",1776,4352,NA,"dominicks",0
"1390",9989,7936,2.58,"minute.maid",1
"1391",11807,63234,1.98,"tropicana",1
"1393",9435,9216,2.07,"dominicks",0
"1394",4874,13697,2.09,"minute.maid",0
"1397",7341,40960,1.99,"minute.maid",1
"1398",4041,23616,1.34,"dominicks",0
"1400",4206,3583,2,"dominicks",0
"1401",475,7489,2.82,"tropicana",1
"1403",3983,23487,NA,"tropicana",1
"1404",6156,4095,2.27,"minute.maid",0
"1405",8885,36097,2.46,"tropicana",1
"1406",1852,10945,1.74,"dominicks",0
"1408",7429,6911,2.84,"tropicana",0
"1409",4724,2497,2.5,"minute.maid",0
"1411",5237,4287,1.64,"dominicks",0
"1413",7975,12672,NA,"minute.maid",0
"1414",6704,6080,2.86,"tropicana",0
"1415",12690,10753,1.95,"minute.maid",1
"1416",5304,60224,1.87,"dominicks",1
"1417",6204,10753,2.16,"minute.maid",0
"1418",4758,1921,1.51,"dominicks",0
"1419",12720,30082,1.79,"minute.maid",1
"1420",5436,2625,3.02,"tropicana",0
"1421",6362,8129,2.02,"dominicks",0
"1422",6697,6016,3.14,"tropicana",0
"1423",1066,3905,3.09,"minute.maid",0
"1425",11779,12224,1.93,"dominicks",0
"1426",8988,57855,1.54,"dominicks",1
"1427",92,2879,2.74,"dominicks",0
"1428",4400,5951,2.65,"minute.maid",0
"1429",12354,245250,1.18,"dominicks",1
"1430",2517,61632,1.36,"dominicks",1
"1432",12813,120447,1.81,"tropicana",1
"1433",7093,3840,3.03,"tropicana",0
"1434",10636,55618,2.23,"tropicana",1
"1435",1202,19265,2.25,"minute.maid",0
"1436",4591,5823,2.78,"dominicks",0
"1438",12104,5632,2.62,"tropicana",0
"1439",2778,11968,1.28,"dominicks",0
"1440",1751,8449,2.69,"tropicana",0
"1442",9488,22978,2.2,"tropicana",0
"1443",5880,8320,2.62,"tropicana",0
"1444",6309,54017,2.06,"tropicana",1
"1445",7705,13568,1.52,"dominicks",0
"1446",8242,5886,2.39,"minute.maid",0
"1449",11955,10432,1.63,"dominicks",0
"1450",10109,19071,2.98,"tropicana",0
"1451",4437,6592,2.55,"tropicana",0
"1452",7100,3967,2.26,"dominicks",0
"1453",9800,9602,2.59,"dominicks",0
"1454",730,9856,2.08,"dominicks",0
"1456",9355,75327,1.48,"tropicana",1
"1457",3676,10048,1.79,"minute.maid",0
"1458",2015,5183,2.82,"tropicana",0
"1459",6116,25406,2.18,"tropicana",1
"1462",7435,18433,1.54,"dominicks",1
"1463",12747,16384,1.43,"dominicks",0
"1464",4042,3199,3.41,"tropicana",0
"1465",12645,11713,2.21,"minute.maid",0
"1466",11370,4672,3.3,"tropicana",0
"1467",10856,3584,2.13,"dominicks",0
"1468",11751,12352,2.45,"minute.maid",0
"1472",6521,4799,2.7,"minute.maid",0
"1474",690,43455,1.31,"dominicks",0
"1475",12037,29502,2.02,"tropicana",0
"1476",5667,9343,2.19,"minute.maid",0
"1477",2776,2624,1.53,"dominicks",0
"1478",7400,10750,1.86,"tropicana",0
"1479",7066,2496,2.91,"minute.maid",0
"1480",2179,8446,3.17,"tropicana",0
"1483",3826,2880,2.25,"dominicks",0
"1484",3959,13761,1.8,"dominicks",0
"1485",10292,4736,2.26,"minute.maid",0
"1486",2222,24448,2.28,"tropicana",0
"1488",6981,12224,1.56,"dominicks",1
"1490",8272,21889,NA,"minute.maid",0
"1491",4349,126207,1.32,"tropicana",1
"1493",7635,8640,1.88,"dominicks",0
"1494",8476,19329,1.44,"dominicks",1
"1495",3537,4226,3.84,"tropicana",0
"1496",6030,21886,2.09,"tropicana",1
"1498",12291,5503,1.6,"dominicks",0
"1499",4028,6719,2.05,"dominicks",1
"1500",10332,8703,3.28,"tropicana",0
"1501",4885,17986,1.29,"dominicks",0
"1502",11311,2495,1.87,"dominicks",0
"1503",9618,3904,2.07,"minute.maid",0
"1504",2248,3903,2.87,"tropicana",0
"1506",7833,13184,2.38,"tropicana",0
"1507",5646,7808,2.18,"minute.maid",0
"1508",12556,4672,3.06,"tropicana",0
"1509",2644,5184,2.67,"minute.maid",0
"1510",7684,6848,1.51,"dominicks",0
"1513",12539,6079,1.31,"dominicks",1
"1514",2832,92287,NA,"minute.maid",1
"1516",1595,42881,2.26,"tropicana",1
"1517",6137,3649,NA,"tropicana",0
"1518",4204,16192,NA,"dominicks",0
"1519",11847,2049,3.07,"tropicana",0
"1520",1532,27906,2.42,"tropicana",0
"1521",12267,3777,1.97,"dominicks",0
"1522",2223,14400,2.07,"minute.maid",0
"1523",10324,4417,1.77,"dominicks",0
"1524",11954,20735,1.14,"dominicks",0
"1525",10369,4224,1.63,"dominicks",0
"1526",10483,16386,1.99,"minute.maid",1
"1527",239,960,2.49,"dominicks",0
"1528",12018,26881,1.32,"dominicks",0
"1529",11397,1216,2.5,"dominicks",0
"1530",4898,2110,2.98,"tropicana",0
"1533",10118,12991,2.39,"tropicana",1
"1534",1570,4993,3.77,"tropicana",0
"1536",6099,8321,3.86,"tropicana",0
"1537",2314,4095,3.62,"tropicana",0
"1540",10584,1791,NA,"dominicks",0
"1541",253,3519,3.3,"tropicana",0
"1542",1840,7294,1.7,"dominicks",0
"1543",8348,59135,2.36,"minute.maid",1
"1544",5547,24896,1.77,"dominicks",0
"1545",8822,7682,1.95,"minute.maid",0
"1546",9023,2239,2.92,"tropicana",0
"1548",3958,2496,3.31,"minute.maid",0
"1549",2867,2559,1.84,"dominicks",0
"1550",8813,135296,NA,"dominicks",1
"1551",7599,6530,2.53,"tropicana",0
"1552",4513,1090,2.26,"dominicks",0
"1553",5430,7361,2.01,"minute.maid",0
"1554",9263,13889,1.86,"tropicana",0
"1555",12259,8832,1.81,"dominicks",0
"1556",10618,21696,1.96,"minute.maid",1
"1557",117,1282,1.96,"dominicks",0
"1558",5674,80000,2.61,"tropicana",1
"1559",131,9216,3.6,"tropicana",0
"1560",3882,24255,2.75,"tropicana",1
"1561",5002,7744,2.77,"tropicana",0
"1564",10283,103105,2.02,"minute.maid",1
"1567",28,4417,2.37,"minute.maid",0
"1568",12888,55680,1.48,"dominicks",0
"1570",11711,20865,1.92,"dominicks",1
"1572",11746,31616,1.93,"dominicks",1
"1574",6712,39234,2.81,"tropicana",0
"1575",3701,1920,2.66,"dominicks",0
"1576",7184,7297,1.8,"dominicks",0
"1577",1708,5632,2.31,"minute.maid",0
"1578",5420,7105,1.87,"dominicks",0
"1579",3458,9471,1.96,"dominicks",0
"1580",3549,4096,3.44,"tropicana",0
"1581",2931,8576,2.32,"minute.maid",0
"1583",5423,3774,1.62,"dominicks",0
"1584",5082,17280,2.72,"tropicana",0
"1585",1550,7999,2.95,"tropicana",0
