"","id","price","brand","feat"
"11699",7790,1.65,"dominicks",0
"11705",4100,2.44,"minute.maid",0
"11706",12776,1.83,"dominicks",0
"11707",12848,1.61,"dominicks",0
"11708",1163,2.92,"minute.maid",0
"11711",7818,2.54,"minute.maid",0
"11713",2366,1.5,"minute.maid",1
"11721",10888,2.91,"minute.maid",0
"11723",9002,3.09,"minute.maid",0
"11724",6134,3.16,"tropicana",0
"11726",2091,3.12,"minute.maid",0
"11729",6590,3.01,"tropicana",0
"11731",9001,3.07,"minute.maid",0
"11735",11095,2.59,"minute.maid",0
"11736",12787,2.04,"tropicana",1
"11737",2586,1.91,"minute.maid",0
"11740",9812,2.6,"dominicks",0
"11741",486,2.87,"minute.maid",0
"11743",9414,1.57,"dominicks",0
"11747",11079,NA,"minute.maid",0
"11758",2850,2.79,"tropicana",0
"11761",2924,1.65,"dominicks",0
"11779",12040,3.72,"tropicana",0
"11783",12312,1.98,"minute.maid",0
"11797",246,3.87,"tropicana",0
"11809",2337,0.89,"dominicks",1
"11816",8572,NA,"dominicks",1
"11820",10461,2.55,"dominicks",0
"11822",1010,3.02,"minute.maid",0
"11825",12177,1.7,"dominicks",0
"11828",8148,2.24,"minute.maid",1
"11832",12913,1.86,"dominicks",0
"11842",9770,2.48,"tropicana",1
"11846",10430,3.16,"minute.maid",0
"11852",10211,2.75,"dominicks",0
"11853",10606,1.15,"dominicks",1
"11857",11433,2,"minute.maid",0
"11858",8985,2.12,"tropicana",0
"11862",3717,3,"tropicana",0
"11864",10082,1.5,"dominicks",0
"11867",12486,2.49,"minute.maid",1
"11868",4729,2.45,"dominicks",0
"11871",8316,1.57,"dominicks",1
"11872",7403,1.84,"dominicks",0
"11874",12273,2.47,"tropicana",0
"11879",4596,2.44,"tropicana",0
"11882",575,1.37,"dominicks",0
"11884",2717,2.23,"tropicana",0
"11885",11900,1.78,"dominicks",0
"11889",7710,2.06,"minute.maid",0
"11890",4786,1.61,"dominicks",0
"11892",2150,2.53,"minute.maid",0
"11895",12276,1.5,"dominicks",0
"11898",201,2.01,"tropicana",0
"11905",12435,2.46,"minute.maid",0
"11909",6641,1.87,"dominicks",0
"11910",7687,2.78,"minute.maid",0
"11914",7195,1.57,"dominicks",1
"11917",3479,3.71,"tropicana",0
"11921",5626,2.73,"minute.maid",0
"11926",3101,2.43,"tropicana",0
"11930",1315,3.01,"minute.maid",0
"11935",4937,2.42,"minute.maid",0
"11936",752,1.89,"dominicks",0
"11938",9899,3.13,"minute.maid",0
"11942",9676,3.97,"tropicana",0
"11948",417,NA,"tropicana",0
"11955",6806,1.87,"minute.maid",0
"11961",8908,3.48,"tropicana",0
"11962",2139,1.7,"dominicks",1
"11963",9297,NA,"tropicana",0
"11964",1259,2.34,"minute.maid",0
"11968",12134,1.66,"dominicks",1
"11970",5833,2.21,"dominicks",0
"11972",6306,2.71,"tropicana",0
"11974",4323,2.3,"dominicks",0
"11976",11341,2.62,"minute.maid",0
"11977",3144,2.62,"dominicks",0
"11980",8283,2.57,"minute.maid",0
"11983",9000,2.44,"minute.maid",1
"11985",749,NA,"minute.maid",0
"11988",6395,2.33,"minute.maid",0
"11989",10361,3.01,"tropicana",0
"11990",5136,1.53,"dominicks",0
"11993",12769,3.09,"tropicana",0
"11994",6092,NA,"tropicana",0
"12004",5978,2.64,"minute.maid",1
"12008",9009,1.82,"minute.maid",0
"12015",10448,1.87,"tropicana",1
"12016",7224,2.85,"tropicana",0
"12018",11521,1.95,"tropicana",0
"12020",8141,1.72,"dominicks",0
"12021",855,1.9,"dominicks",0
"12025",12084,1.4,"dominicks",0
"12029",7720,2.91,"minute.maid",0
"12038",4765,3.4,"tropicana",0
"12040",11573,2.59,"tropicana",0
"12053",11777,1.39,"dominicks",0
"12055",7799,2.09,"minute.maid",0
"12060",4777,3.03,"tropicana",0
"12061",1278,2.74,"minute.maid",0
"12064",12204,2.07,"tropicana",1
"12067",8328,2.18,"minute.maid",0
"12075",7307,1.73,"dominicks",1
"12082",3578,1.98,"minute.maid",0
"12083",10666,1.75,"dominicks",0
"12085",4499,2.86,"tropicana",0
"12092",8093,1.88,"minute.maid",0
"12094",12935,2.01,"dominicks",1
"12101",10766,2.25,"minute.maid",0
"12108",11712,2.96,"minute.maid",0
"12110",7873,2.01,"minute.maid",0
"12115",10079,1.95,"tropicana",0
"12116",10544,2.33,"tropicana",1
"12119",10628,2.48,"minute.maid",0
"12121",6649,NA,"tropicana",1
"12126",10442,NA,"tropicana",0
"12127",7601,2.3,"minute.maid",0
"12130",1823,1.96,"dominicks",1
"12131",8987,1.55,"dominicks",1
"12132",7754,2.28,"minute.maid",0
"12134",5090,2.46,"minute.maid",0
"12135",5570,1.4,"dominicks",1
"12137",6482,1.73,"minute.maid",1
"12146",1886,1.99,"dominicks",1
"12149",3168,3.02,"tropicana",0
"12150",10735,2.06,"minute.maid",0
"12151",2062,1.25,"dominicks",0
"12152",677,1.44,"minute.maid",0
"12154",12601,2.62,"dominicks",0
"12156",7373,1.53,"dominicks",0
"12160",11716,2.02,"minute.maid",1
"12162",6262,2.21,"minute.maid",1
"12165",10213,3.36,"tropicana",0
"12175",6458,2.16,"dominicks",0
"12176",1052,3.37,"tropicana",0
"12179",10885,NA,"minute.maid",1
"12181",873,1.58,"dominicks",0
"12188",4973,1.54,"dominicks",0
"12189",2284,1.47,"dominicks",0
"12190",5606,3.22,"tropicana",0
"12191",7695,1.79,"minute.maid",0
"12195",11428,1.52,"dominicks",1
"12199",11460,1.74,"tropicana",1
"12209",10403,3.19,"minute.maid",0
"12210",123,2.43,"minute.maid",0
"12214",1285,1.77,"minute.maid",0
"12216",9042,3.07,"tropicana",0
"12220",11877,2.6,"tropicana",0
"12222",6313,2.37,"minute.maid",0
"12227",3264,3.62,"tropicana",0
"12228",2107,3.35,"tropicana",0
"12229",1342,1.88,"dominicks",0
"12230",12603,1.23,"dominicks",0
"12235",2749,0.98,"dominicks",1
"12242",6119,2.89,"dominicks",0
"12245",3369,3.79,"tropicana",0
"12246",8161,3.71,"tropicana",0
"12247",5815,2.23,"minute.maid",0
"12256",71,1.51,"dominicks",0
"12257",1651,2.18,"minute.maid",0
"12259",8791,1.72,"minute.maid",0
"12265",298,1.44,"dominicks",0
"12266",9864,3.02,"minute.maid",0
"12267",7047,2.92,"tropicana",0
"12271",7328,1.74,"dominicks",0
"12272",2041,1.89,"minute.maid",0
"12279",12318,2.03,"dominicks",1
"12281",11218,1.69,"dominicks",1
"12285",6478,1.93,"minute.maid",1
"12287",1174,2.26,"dominicks",0
"12288",10066,1.92,"dominicks",0
"12289",536,1.9,"minute.maid",0
"12292",7849,3.12,"tropicana",0
"12298",1392,2.26,"minute.maid",0
"12305",1539,1.9,"minute.maid",0
"12309",7552,1.93,"dominicks",0
"12310",2910,2.03,"minute.maid",1
"12315",6215,1.68,"dominicks",0
"12318",1510,2.28,"tropicana",0
"12321",12187,3.49,"tropicana",0
"12323",1807,1.85,"minute.maid",1
"12324",8177,3.17,"tropicana",0
"12326",5447,2.48,"tropicana",1
"12327",363,2.16,"dominicks",0
"12329",6978,1.67,"minute.maid",1
"12340",398,1.43,"dominicks",0
"12341",9010,1.8,"minute.maid",0
"12343",8188,1.96,"minute.maid",0
"12348",11172,1.47,"dominicks",0
"12352",4101,3.39,"tropicana",0
"12354",10770,2.04,"minute.maid",1
"12361",1993,2.78,"tropicana",1
"12363",1334,3.06,"tropicana",0
"12368",6656,1.87,"minute.maid",0
"12369",1060,1.42,"dominicks",0
"12371",3586,1.99,"minute.maid",1
"12372",7619,2.16,"minute.maid",0
"12373",135,2.31,"minute.maid",0
"12374",2820,3.04,"minute.maid",0
"12376",8898,2.29,"minute.maid",1
"12383",2608,1.09,"dominicks",1
"12384",5386,2.33,"minute.maid",1
"12386",9561,1.34,"dominicks",0
"12390",3557,1.66,"minute.maid",1
"12412",8937,2.1,"minute.maid",1
"12422",1921,2.57,"tropicana",0
"12428",6449,3.05,"tropicana",0
"12433",11431,1.99,"minute.maid",0
"12443",10174,1.45,"dominicks",0
"12453",5877,1.75,"minute.maid",0
"12456",1237,2.54,"tropicana",1
"12458",8670,1.93,"minute.maid",0
"12460",12911,2.81,"tropicana",0
"12461",7385,1.87,"dominicks",0
"12463",8194,2.21,"minute.maid",1
"12470",2240,NA,"tropicana",0
"12474",8520,3.12,"tropicana",0
"12493",8153,3.23,"tropicana",0
"12500",7486,2.7,"minute.maid",0
"12507",2564,1.43,"dominicks",1
"12509",7058,1.83,"dominicks",1
"12510",715,3.13,"minute.maid",0
"12514",4358,2.28,"minute.maid",0
"12522",9346,3.02,"tropicana",0
"12524",7098,2.43,"minute.maid",0
"12525",7363,1.92,"dominicks",0
"12531",11240,1.87,"minute.maid",1
"12538",5098,2.9,"tropicana",0
"12540",7644,2.79,"tropicana",0
"12547",4456,2.62,"minute.maid",0
"12555",5029,2.16,"tropicana",0
"12557",6060,1.46,"dominicks",0
"12558",2768,2.32,"minute.maid",0
"12559",10340,2.75,"minute.maid",0
"12560",4978,3.17,"minute.maid",0
"12561",1374,1.92,"minute.maid",0
"12565",3783,1.25,"dominicks",1
"12567",8303,3.71,"tropicana",0
"12575",5321,2.03,"minute.maid",1
"12576",8436,1.62,"dominicks",0
"12583",10821,1.44,"dominicks",1
"12584",11684,2.98,"tropicana",1
"12590",4797,1.56,"dominicks",0
"12592",6533,1.74,"minute.maid",1
"12593",1682,1.99,"tropicana",1
"12594",9950,1.89,"dominicks",0
"12598",8945,3.73,"tropicana",0
"12605",2926,NA,"minute.maid",0
"12607",7840,2.19,"dominicks",1
"12608",7013,2.57,"tropicana",0
"12618",10709,2.04,"dominicks",1
"12619",8968,1.55,"dominicks",1
"12621",1476,3,"tropicana",0
"12622",6738,3.05,"tropicana",0
"12625",1355,2.24,"minute.maid",0
"12626",7401,0.87,"dominicks",0
"12628",8206,2.75,"tropicana",1
"12630",5249,1.87,"tropicana",1
"12633",7163,NA,"dominicks",1
"12645",12250,NA,"tropicana",0
"12652",12562,2.38,"minute.maid",0
"12653",9177,2.31,"tropicana",0
"12655",11935,2.06,"minute.maid",0
"12657",7819,1.87,"minute.maid",0
"12672",9995,0.9,"dominicks",1
"12683",11986,2.07,"minute.maid",1
"12689",10107,3.63,"tropicana",0
"12690",4587,3.56,"tropicana",1
"12692",914,1.36,"dominicks",0
"12696",11597,1.75,"minute.maid",0
"12697",3324,1.41,"dominicks",0
"12707",55,3.15,"tropicana",0
"12716",9198,2.31,"dominicks",0
"12717",11514,3.28,"tropicana",1
"12718",3055,3.31,"minute.maid",0
"12719",10481,3.04,"tropicana",1
"12727",11052,3.63,"tropicana",0
"12732",10160,1.61,"minute.maid",0
"12734",5327,2.23,"tropicana",1
"12736",5254,2.04,"tropicana",1
"12738",142,1.44,"dominicks",0
"12743",2057,1.08,"dominicks",0
"12745",6135,2.39,"minute.maid",1
"12747",2633,1.67,"dominicks",0
"12748",11737,3.9,"tropicana",0
"12758",5776,3.31,"tropicana",0
"12759",7829,1.86,"tropicana",1
"12761",4974,2.13,"dominicks",0
"12762",3984,1.57,"dominicks",1
"12763",4351,3.13,"minute.maid",0
"12767",6582,3.13,"tropicana",0
"12768",9223,3.55,"tropicana",0
"12770",1014,3.12,"tropicana",0
"12771",10596,2,"dominicks",0
"12772",10869,3.42,"tropicana",0
"12782",8130,3.05,"tropicana",0
"12783",8139,3.79,"tropicana",0
"12787",11262,NA,"tropicana",0
"12788",4391,1.65,"minute.maid",1
"12809",1446,3.13,"minute.maid",0
"12815",9316,NA,"dominicks",0
"12818",405,2.17,"minute.maid",0
"12823",219,2.5,"minute.maid",0
"12825",12734,2.13,"dominicks",0
"12827",10420,3.16,"tropicana",0
"12829",9891,NA,"dominicks",0
"12830",1417,2.4,"minute.maid",0
"12836",5509,3.49,"tropicana",0
"12837",6545,3.08,"tropicana",0
"12838",12520,1.38,"dominicks",0
"12841",10223,2.03,"minute.maid",1
"12843",12367,2.61,"tropicana",0
"12851",8577,1.72,"dominicks",0
"12853",11903,1.91,"tropicana",1
"12854",6379,2.42,"minute.maid",1
"12856",6970,2.1,"dominicks",0
"12860",1221,1.78,"dominicks",0
"12862",3399,1.95,"dominicks",0
"12865",2110,3.12,"minute.maid",0
"12866",1277,1.64,"dominicks",0
"12867",4986,1.53,"dominicks",1
"12869",1130,2,"minute.maid",0
"12871",12043,1.41,"dominicks",1
"12879",617,1.64,"dominicks",1
"12887",1814,1.71,"dominicks",1
"12888",8859,1.49,"dominicks",1
"12889",335,1.19,"dominicks",0
"12894",9772,3.64,"tropicana",0
"12901",12630,1.62,"dominicks",1
"12904",8033,2.82,"minute.maid",0
"12906",12387,1.93,"dominicks",0
"12923",3663,2.37,"minute.maid",0
"12930",7587,2.79,"minute.maid",0
"12939",4670,3.39,"tropicana",0
"12944",7101,1.93,"dominicks",1
"12947",10529,1.25,"dominicks",0
